1_hanzi,2_pinyin,3_meaningList,4_frequency,5_hsk_level,6_traditional
路面,lù miàn,pavement,54,7-9,路面
路人,lù rén,"passer-by, stranger",84,7-9,路人
路途,lùtú,Route,56,7-9,路途
路子,lù zi,"method, way, approach",60,7-9,路子
露天,lùtiān,"in the open air, outdoors",118,7-9,露天
旅程,lǔchéng,"travel plan, journeying, itinerary, route, stage, peregrination, journey",568,7-9,旅程
旅途,lǔtú,"way, travel, route, traveling, travelling, trip, journey",428,7-9,旅途
铝,lǚ,aluminum (chemistry),87,7-9,鋁
屡,lǚ,"time and again, repeatedly, frequently",27,7-9,屢
屡次,lǚ cì,"repeatedly, time and again",16,7-9,屢次
缕,lǚ,"strand, thread, detailed, in detail, classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)",56,7-9,縷
履行,lǚ xíng,"to fulfill (one's obligations), to carry out (a task), to implement (an agreement), to perform",250,7-9,履行
率,shuài,"lead, command",629,7-9,率
绿灯,lǜ dēng,green light,114,7-9,綠燈
绿地,lùdì,"greenness, greenery patches, meadow, grassland",17,7-9,綠地
孪生,luán shēng,twin,59,7-9,孿生
卵,luǎn,"egg, ovum, spawn",127,7-9,卵
乱七八糟,luàn qī bā zāo,"everything in disorder (idiom), in a hideous mess, at sixes and sevens",378,7-9,亂七八糟
掠夺,lüè duó,"to plunder, to rob",135,7-9,掠奪
略,luè,"a little bit, cursorily, any, something, slightly, somewhat, a little, poco, a bit",194,7-9,略
略微,lüè wēi,"a little bit, slightly",19,7-9,略微
抡,"lūn, lún","to swing (one's arms, a heavy object), to wave (a sword, one's fists), to fling (money), to select",34,7-9,掄
伦理,lúnlǐ,"value orientation, value-system, moral, moral principle, morals, ethical, ethical motive, ethic, moral principles, morality, ethics",68,7-9,倫理
轮换,lún huàn,duty roster,16,7-9,輪換
轮廓,lúnkuò,"outline, contour, rough sketch",95,7-9,輪廓
轮流,lúnliú,"by turns, in turn",137,7-9,輪流
轮胎,lún tāi,"tire, pneumatic tire",522,7-9,輪胎
论述,lùnshù,exposition and argumentation,12,7-9,論述
论坛,lùn tán,forum (for discussion),89,7-9,論壇
论证,lùn zhèng,"to prove a point, to expound on, to demonstrate or prove (through argument), proof",31,7-9,論證
罗,luó,"surname Luo, gauze, to collect, to gather, to catch, to sift",1823,7-9,羅
萝卜,luó bo,"radish (Raphanus sativus), esp. white radish 白蘿蔔|白萝卜[bai2 luo2 bo5], CL:條|条[tiao2]",134,7-9,蘿蔔
螺丝,luó sī,screw,111,7-9,螺絲
裸,luǒ,"naked, variant of 裸[luo3]",570,7-9,躶
裸露,luǒ lù,"naked, bare, uncovered, exposed",80,7-9,裸露
络绎不绝,luò yì bù jué,"continuously, in an endless stream (idiom)",4,7-9,絡繹不絕
落差,luò chā,"drop in elevation, (fig.) gap (in wages, expectations etc), disparity",7,7-9,落差
落地,luòdì,"be born (of babies), born, fail, fall to the ground, be born",128,7-9,落地
落户,luò hù,"to settle, to set up home",3,7-9,落戶
落下,luòxià,fall/lag behind,38,7-9,落下
麻,má,"generic name for hemp, flax etc, hemp or flax fiber for textile materials, sesame, CL:縷|缕[lu:3], (of materials) rough or coarse, pocked, pitted, to have pins and needles or tingling, to feel numb, surname Ma",335,7-9,麻
麻痹,má bì,"paralysis, palsy, numbness, to benumb, (fig.) to lull, negligent, apathetic",152,7-9,麻痺
麻将,má jiàng,"mahjong, CL:副[fu4]",36,7-9,麻將
麻辣,má là,hot and numbing,10,7-9,麻辣
麻木,má mù,"numb, insensitive, apathetic",134,7-9,麻木
麻醉,mázuì,"anesthesize, poison, drug",336,7-9,麻醉
马后炮,mǎ hoù pào,"lit. firing after the horse, fig. belated action, giving advice in hindsight",22,7-9,馬後砲
马虎,mǎ hu,"careless, sloppy, negligent, skimpy",39,7-9,馬虎
马力,mǎ lì,horsepower,99,7-9,馬力
马桶,mǎ tǒng,"chamber pot, wooden pan used as toilet, toilet bowl",395,7-9,馬桶
马戏,mǎ xì,circus,54,7-9,馬戲
码,mǎ,m.[standard],1071,7-9,碼
埋藏,mái cáng,"to bury, to hide by burying, hidden",118,7-9,埋藏
埋伏,mái fú,"to ambush, to lie in wait for, to lie low, ambush",182,7-9,埋伏
埋没,mái mò,"to engulf, to bury, to overlook, to stifle, to neglect, to fall into oblivion",33,7-9,埋沒
买不起,mǎi bu qǐ,"cannot afford, can't afford buying",54,7-9,買不起
迈,mài,"to take a step, to stride",233,7-9,邁
迈进,màijìn,"forge ahead, stride forward, advance with big strides",53,7-9,邁進
卖弄,mài nong,"to show off, to make a display of",86,7-9,賣弄
脉搏,mài bó,pulse (both medical and figurative),306,7-9,脈搏
脉络,mài luò,"arteries and veins, network of blood vessels, vascular system (of a plant or animal), (fig.) fabric (i.e. underlying structure, as in 'social fabric'), overall context",3,7-9,脈絡
埋怨,mán yuàn,"to complain, to grumble (about), to reproach, to blame",118,7-9,埋怨
蛮,mán,"pretty, very, quite, more or less, pretty much, fairly, rather, somewhat, to some extent",695,7-9,蠻
瞒,mán,"to conceal from, to keep (sb) in the dark",660,7-9,瞞
满怀,mǎn huái,"to have one's heart filled with, (to collide) full on, (of farm animals) heavy with young",127,7-9,滿懷
蔓延,mànyán,"spread out, extend",172,7-9,蔓延
漫,màn,"free, unrestrained, to inundate",124,7-9,漫
漫游,màn yoú,"to travel around, to roam, (mobile telephony) roaming",74,7-9,漫遊
慢慢来,màn màn lái,"take your time, take it easy",620,7-9,慢慢來
慢性,mànxìng,"chronic, slow (in taking effect)",75,7-9,慢性
忙活,máng huo,"to be really busy, pressing business",105,7-9,忙活
忙碌,mánglù,"be busy, bustle about",192,7-9,忙碌
忙乱,máng luàn,rushed and muddled,14,7-9,忙亂
盲目,mángmù,blind,167,7-9,盲目
茫然,mángrán,"ignorant, in the dark",57,7-9,茫然
矛头,máo toú,"spearhead, barb, an attack or criticism",48,7-9,矛頭
茅台,Máo tái,"Maotai town in Renhuai county, Guizhou, Maotai liquor 茅臺酒|茅台酒",105466,7-9,茅臺
茂密,mào mì,"dense (of plant growth), lush",11,7-9,茂密
茂盛,mào shèng,lush,18,7-9,茂盛
冒充,mào chōng,"to feign, to pretend to be, to pass oneself off as",130,7-9,冒充
冒犯,mào fàn,to offend,896,7-9,冒犯
冒昧,mào mèi,"bold, presumptuous, to take the liberty of",204,7-9,冒昧
冒险,màoxiǎn,take risks/chances,1777,7-9,冒險
没劲,méi jìn,"to have no strength, to feel weak, exhausted, feeling listless, boring, of no interest",146,7-9,沒勁
没说的,méi shuō de,really good,5,7-9,沒說的
没完没了,méi wán méi liǎo,"without end, incessantly, on and on",170,7-9,沒完沒了
没意思,méi yì si,"boring, of no interest",180,7-9,沒意思
没辙,méi zhé,"at one's wit's end, unable to find a way out",62,7-9,沒轍
没准儿,méizhǔnr,"not sure, maybe",8570,7-9,沒準兒
玫瑰,méiguī,"rosebush, rose",588,7-9,玫瑰
枚,méi,"enzyme, flare, ferment, school, mine, Surname, stick used as mouth gag, piece, rocket, m.[general],",762,7-9,枚
眉开眼笑,méi kāi yǎn xiào,"brows raised in delight, eyes laughing (idiom), beaming with joy, all smiles",12950,7-9,眉開眼笑
眉毛,méimáo,"eyebrow, brow",234,7-9,眉毛
煤矿,méi kuàng,"coal mine, coal seam",64,7-9,煤礦
煤炭,méi tàn,coal,16,7-9,煤炭
每当,měidāng,"whenever, every time",397,7-9,每當
每逢,měi féng,"every time, on each occasion, whenever",12,7-9,每逢
美德,měidé,"good, virtue, merit, goodness, virture, moral excellence, excellency",85,7-9,美德
美观,měiguān,pleasing to the eye,17,7-9,美觀
美化,měihuà,"beautify, embellish",50,7-9,美化
美景,měijǐng,"vision, beauty_spot, beautiful sight, beautiful scenery",94,7-9,美景
美满,měi mǎn,"happy, blissful",126,7-9,美滿
美妙,měi miào,"beautiful, wonderful, splendid",1206,7-9,美妙
美人,měi rén,"beauty, belle",160,7-9,美人
美味,měiwèi,"delicious, dainty",793,7-9,美味
美中不足,měi zhōng bù zú,"everything is fine except for one small defect (idiom), the fly in the ointment",12,7-9,美中不足
美滋滋,měi zī zī,"very happy, elated",2,7-9,美滋滋
魅力,mèilì,"personal appeal, allurement, charisma, fascination, spell, attractive feature, glitter, witchery, lure, appeal, grace, loveliness, attraction, allure, enticement, seduction, glamour, pazazz, charm, pishogue, prestige, enchantment, glamor, witchcraft, magnetism, attractiveness, appealingness, hypnotism, bewitchment, invitation, personal magnetism, captivation",1084,7-9,魅力
闷,"mēn, mèn","stuffy, shut indoors, to smother, to cover tightly, bored, depressed, melancholy, sealed, airtight, tightly closed",352,7-9,悶
门当户对,mén dāng hù duì,"the families are well-matched in terms of social status (idiom), (of a prospective marriage partner) an appropriate match",6,7-9,門當戶對
门槛,mén kǎn,"doorstep, sill, threshold, fig. knack or trick (esp. scheme to get sth cheaper)",49,7-9,門檻
门铃,mén líng,doorbell,173,7-9,門鈴
门路,mén lù,"way of doing sth, the right social connection",54,7-9,門路
萌发,méng fā,"to sprout, to shoot, to bud",5,7-9,萌發
萌芽,méng yá,"to sprout (lit. or fig.), to bud, to germinate, germ, seed, bud",30,7-9,萌芽
盟友,méng yoǔ,ally,152,7-9,盟友
朦胧,méng lóng,hazy,51,7-9,朦朧
猛烈,měng liè,"fierce, violent (criticism etc)",105,7-9,猛烈
猛然,měng rán,"suddenly, abruptly",15,7-9,猛然
梦幻,mèng huàn,"dream, illusion, reverie",330,7-9,夢幻
弥补,míbǔ,"supply, atone, make_up, renew, make up, remedy, redeem, make good, compensate, recuperate, counterbalance",605,7-9,彌補
弥漫,mí màn,"to pervade, to fill the air, diffuse, everywhere present, about to inundate (water), permeated by (smoke), filled with (dust), to saturate (the air with fog, smoke etc), variant of 彌漫|弥漫[mi2 man4]",71,7-9,瀰漫
迷惑,míhuò,"puzzle, confuse, baffle",354,7-9,迷惑
迷惑不解,mí huò bù jiě,to feel puzzled,7,7-9,迷惑不解
迷恋,mí liàn,"to be infatuated with, to indulge in",260,7-9,迷戀
迷路,mí lù,"to lose the way, lost, labyrinth, labyrinthus vestibularis (of the inner ear)",623,7-9,迷路
迷失,mí shī,"to lose (one's bearings), to get lost",476,7-9,迷失
谜,mí,"puzzler, puzzle, rebus, crux, brain-teaser, mystery, conundrum, riddle, puzzlement, sticker, enigma, parable",404,7-9,謎
谜底,mí dǐ,answer to a riddle,51,7-9,謎底
谜团,mí tuán,"riddle, enigma, unpredictable situation, elusive matters",105,7-9,謎團
谜语,mí yǔ,"riddle, conundrum, CL:條|条[tiao2]",88,7-9,謎語
秘方,mì fāng,secret recipe,176,7-9,祕方
秘诀,mì jué,"secret know-how, key (to longevity), secret (of happiness), recipe (for success)",153,7-9,秘訣
密不可分,mì bù kě fēn,"inextricably linked (idiom), inseparable",11,7-9,密不可分
密度,mìdù,"density, texture, thickness, consistency, compactness, concentration, denseness",86,7-9,密度
密封,mì fēng,to seal up,171,7-9,密封
密集,mìjí,"concentrated, crowded together",54,7-9,密集
蜜,mì,honey,338,7-9,蜜
蜜蜂,mì fēng,"bee, honeybee, CL:隻|只[zhi1],群[qun2]",581,7-9,蜜蜂
蜜月,mì yuè,honeymoon,429,7-9,蜜月
棉花,mián hua,cotton,188,7-9,棉花
免,miǎn,"duty-free, be not allowed",536,7-9,免
免不了,miǎnbùliǎo,unavoidably,30,7-9,免不了
免除,miǎn chú,"to prevent, to avoid, to excuse, to exempt, to relieve, (of a debt) to remit",63,7-9,免除
免疫,miǎnyì,"immunize, immune",230,7-9,免疫
免职,miǎn zhí,"to relieve sb of his post, to sack, to demote, dismissal, sacking",14,7-9,免職
勉强,miǎnqiǎng,do with difficulty,273,7-9,勉強
缅怀,miǎn huái,"to commemorate, to recall fondly, to think of the past",60,7-9,緬懷
面部,miàn bù,face (body part),275,7-9,面部
面粉,miàn fěn,flour,95,7-9,麵粉
面红耳赤,miàn hóng ěr chì,flushed with anger (or excitement),5,7-9,面紅耳赤
面面俱到,miàn miàn jù dào,"(idiom) take care of everything, handle everything",21,7-9,面面俱到
面目全非,miàn mù quán fēi,"nothing remains the same (idiom), change beyond recognition",40,7-9,面目全非
苗,miáo,"Hmong or Miao ethnic group of southwest China, surname Miao, sprout",53,7-9,苗
苗条,miáo tiao,"(of a woman) slim, slender, graceful",127,7-9,苗條
苗头,miáo tou,"first signs, development (of a situation)",23,7-9,苗頭
描绘,miáohuì,"depict, describe, portray",142,7-9,描繪
瞄准,miáo zhǔn,"to take aim at, to target",610,7-9,瞄準
渺小,miǎo xiǎo,"minute, tiny, negligible, insignificant",113,7-9,渺小
庙,miào,"shrine, sanctorium, joss house, temple fair, temple",97,7-9,廟
庙会,miào huì,temple fair,17,7-9,廟會
灭绝,miè jué,"to extinguish, to become extinct, to die out",188,7-9,滅絕
灭亡,miè wáng,"to be destroyed, to become extinct, to perish, to die out, to destroy, to exterminate",186,7-9,滅亡
民办,mín bàn,"run by the local people, privately operated",239805,7-9,民辦
民俗,mínsú,"folklore, folk, folk custom, folkways",8,7-9,民俗
民用,mín yòng,(for) civilian use,41,7-9,民用
民众,mínzhòng,"civil, crowd, masses, populace, rank_and_file, the masses, the masses of the people, the populace, demos, mob, multitude, plebs, commons, the common people, the people, million, public",349,7-9,民眾
敏捷,mǐn jié,"nimble, quick, shrewd",115,7-9,敏捷
敏锐,mǐnruì,"keen, incisive, acute, sharp",172,7-9,敏銳
名副其实,míng fù qí shí,"not just in name only, but also in reality (idiom)",70,7-9,名副其實
名贵,míng guì,"famous and valuable, rare, precious",28,7-9,名貴
名利,mínglì,"fame and gain, fame and wealth",27,7-9,名利
名气,míng qì,"reputation, fame",118,7-9,名氣
名声,míng shēng,reputation,455,7-9,名聲
名言,míng yán,"saying, famous remark",96,7-9,名言
名著,míng zhù,masterpiece,72248,7-9,名著
明朗,míng lǎng,"bright, clear, obvious, forthright, open-minded, bright and cheerful",59,7-9,明朗
明媚,míng mèi,bright and beautiful,81,7-9,明媚
明智,míng zhì,"sensible, wise, judicious, sagacious",561,7-9,明智
铭记,míng jì,to engrave in one's memory,130,7-9,銘記
命,mìng,"life, lot, fate, destiny",4060,7-9,命
命名,mìng míng,"to give a name to, to dub, to christen, to designate, named after, naming",381,7-9,命名
命题,mìng tí,"proposition (logic, math.), to assign an essay topic",20,7-9,命題
摸索,mōsuǒ,"grope, feel about, fumble, try to find out",49,7-9,摸索
模拟,mónǐ,"imitate, simulate",317,7-9,模擬
磨合,mó hé,"to break in, to wear in",16,7-9,磨合
磨难,mó nàn,"a torment, a trial, tribulation, a cross (to bear), well-tried",77,7-9,磨難
磨损,mó sǔn,"wear and tear, abrasion",82,7-9,磨損
蘑菇,mó gu,"mushroom, to pester, to dawdle",224,7-9,蘑菇
魔鬼,mó guǐ,devil,1335,7-9,魔鬼
魔术,mó shù,magic,582,7-9,魔術
抹,mǒ,"brush/wipe off, exclude",521,7-9,抹
末日,mò rì,"Judgment Day (in Christian eschatology), last day, end, final days, doomsday",567,7-9,末日
没落,mò luò,"to decline, to wane",36,7-9,沒落
陌生,mòshēng,"strange, unfamiliar",445,7-9,陌生
莫非,mò fēi,"can it be possible that, could it be",81,7-9,莫非
莫过于,mòguòyū,nothing is more...than,50,7-9,莫過於
莫名其妙,mò míng qí miào,"unfathomable mystery (idiom), subtle and ineffable, unable to make head or tail of it, boring (e.g. movie)",199,7-9,莫名其妙
漠然,mò rán,"indifferent, apathetic, cold",5,7-9,漠然
墨,mò,"learning, Chinese ink, ink stick, Mohist School, Mexico, Mohism, ink, handwriting, ink cake, Surname, China ink",184,7-9,墨
默读,mò dú,to read in silence,2,7-9,默讀
默默无闻,mò mò wú wén,"obscure and unknown (idiom), an outsider without any reputation, a nobody, an unknown quantity",43,7-9,默默無聞
默契,mòqì,"tacit/secret agreement, tacit agreement, understanding, secret agreement, privity, tacit",243,7-9,默契
谋害,moú hài,"to conspire to murder, to plot against sb's life",43,7-9,謀害
谋求,móuqiú,"go for, be in quest of, seek to gain, strive for, endeavor, try for, seek",15,7-9,謀求
谋生,moú shēng,"to seek one's livelihood, to work to support oneself, to earn a living",155,7-9,謀生
牡丹,mǔ dan,"Mudan District of Heze City 菏澤市|菏泽市[He2 ze2 Shi4], Shandong, Mutan township in Pingtung County 屏東縣|屏东县[Ping2 dong1 Xian4], Taiwan, tree peony (Paeonia suffruticosa)",19,7-9,牡丹
亩,mǔ,"acre, m.[standard],",47,7-9,畝
木板,mùbǎn,"batten, deal, board, plank, planch, softwood",148,7-9,木板
木材,mùcái,"patina, heartwood, wood, stuff, lumber, cabinet wood, timber",92,7-9,木材
木匠,mù jiàng,carpenter,85,7-9,木匠
木偶,mù oǔ,puppet,260,7-9,木偶
目不转睛,mù bù zhuǎn jīng,"unable to take one's eyes off (idiom), to gaze steadily, to stare",29,7-9,目不轉睛
目瞪口呆,mù dèng koǔ dāi,"dumbstruck (idiom), stupefied, stunned",30,7-9,目瞪口呆
目的地,mùdìdì,"bourn, goal, destination, terminus, bourne",273,7-9,目的地
目睹,mùdǔ,"behold, see with one's own eyes, witness",302,7-9,目睹
目录,mùlù,"beadroll, docket, catalog, contents, listing, catalogue, directory, muster, list, table of contents, bill, inventory, tabulation, cataloguer, table, cataloger, tabular matter, schedule",204,7-9,目錄
目中无人,mù zhōng wú rén,"to consider everyone else beneath one (idiom), so arrogant that no-one else matters, condescending, to go about with one's nose in the air",22,7-9,目中無人
沐浴露,mù yù lù,shower gel,0,7-9,沐浴露
牧场,mù chǎng,"pasture, grazing land, ranch",236,7-9,牧場
牧民,mù mín,herdsman,8,7-9,牧民
募捐,mù juān,"to solicit contributions, to collect donations",164,7-9,募捐
墓碑,mù bēi,"gravestone, tombstone",104,7-9,墓碑
墓地,mù dì,"cemetery, graveyard",328,7-9,墓地
幕,mù,m.[event],669,7-9,幕
幕后,mù hoù,behind the scenes,497,7-9,幕後
穆斯林,Mù sī lín,Muslim,315,7-9,穆斯林
拿手,ná shoǔ,"expert in, good at",226,7-9,拿手
哪知道,nǎ zhīdào,Where to know,0,7-9,哪知道
呐喊,nà hǎn,"shout, rallying cry, cheering, to shout",71,7-9,吶喊
纳闷儿,nàmènr,"puzzled, bewildered, erhua variant of 納悶|纳闷[na4 men4]",3909,7-9,納悶兒
纳入,nàrù,"take_in, bring ... into, to intake, integrate, to subsume, channel ... into, incorporate, channel into, bring into, to bring into, to fit into",46,7-9,納入
纳税,nà shuì,to pay taxes,70,7-9,納稅
纳税人,nà shuì rén,taxpayer,83,7-9,納稅人
乃,nǎi,therefore,160,7-9,乃
乃至,nǎizhì,"conj.: even, go so far as to",21,7-9,乃至
耐,nài,"endure, durable, stand, withstand, be able to bear or endure, bear, resistance, resist",223,7-9,耐
耐人寻味,nài rén xún wèi,"thought-provoking, worth thinking over, to provide food for thought",8,7-9,耐人尋味
耐性,nài xìng,"patience, endurance",56,7-9,耐性
南瓜,nán guā,pumpkin,300,7-9,南瓜
难处,nán chu,"trouble, difficulty, problem",44,7-9,難處
难得一见,nán dé yī jiàn,rarely seen,0,7-9,難得一見
难点,nán diǎn,difficulty,12,7-9,難點
难怪,nánguài,no wonder,440,7-9,難怪
难关,nán guān,"difficulty, crisis",256,7-9,難關
难堪,nán kān,"hard to take, embarrassed",570,7-9,難堪
难说,nánshuō,Hard to say,50,7-9,難說
难为情,nán wéi qíng,embarrassed,137,7-9,難為情
难以想象,nányǐxiǎngxiàng,Unimaginable,0,7-9,難以想象
难以置信,nán yǐ zhì xìn,"hard to believe, incredible",1732,7-9,難以置信
挠,náo,"to scratch, to thwart, to yield",178,7-9,撓
恼羞成怒,nǎo xiū chéng nù,"to fly into a rage out of humiliation, to be ashamed into anger (idiom)",16,7-9,惱羞成怒
脑海,nǎohǎi,"brain, mind",435,7-9,腦海
脑筋,nǎojīn,"way of thinking, ideas, head, mind, skull, brains",128,7-9,腦筋
闹事,nào shì,"to cause trouble, to create a disturbance",80,7-9,鬧事
闹着玩儿,nàozhewánr,"to play games, to joke around, to play a joke on sb",1438,7-9,鬧著玩兒
内存,nèi cún,"internal storage, computer memory, random access memory (RAM)",34,7-9,內存
内阁,nèigé,cabinet,140,7-9,內閣
内涵,nèihán,"intension, comprehension, intention, connotation",76,7-9,內涵
内行,nèi háng,"expert, adept, experienced, an expert, a professional",31,7-9,內行
内幕,nèi mù,"inside story, non-public information, behind the scenes, internal",143,7-9,內幕
内向,nèi xiàng,"reserved (personality), introverted, (economics etc) domestic-oriented",7,7-9,內向
内需,nèi xū,domestic demand,2,7-9,內需
嫩,nèn,"old variant of 嫩[nen4], tender, delicate",204,7-9,嫰
能耗,nénghào,Energy consumption,2,7-9,能耗
能耐,néng nài,"ability, capability",204,7-9,能耐
能人,néng rén,"capable person, Homo habilis, extinct species of upright East African hominid",31,7-9,能人
能源,néngyuán,"energy sources, energy, juice, power sources, energy resources, the sources of energy, sources of energy",375,7-9,能源
尼龙,ní lóng,nylon (loanword),33,7-9,尼龍
泥潭,ní tán,quagmire,44,7-9,泥潭
泥土,nítǔ,"dirt, muck, earth, marl, soil, soli, clay, clart",174,7-9,泥土
拟,nǐ,"intend, plan",49,7-9,擬
拟定,nǐdìng,"formulate, conjecture",22,7-9,擬定
逆,nì,"contrary, opposite, backwards, to go against, to oppose, to betray, to rebel",97,7-9,逆
匿名,nì míng,anonymous,356,7-9,匿名
年画,niánhuà,"New Year picture, New Year pictures",27489,7-9,年畫
年迈,nián mài,"old, aged",26,7-9,年邁
年限,nián xiàn,"age limit, fixed number of years",10,7-9,年限
年薪,nián xīn,annual salary,35,7-9,年薪
年夜饭,nián yè fàn,New Year's Eve family dinner,96627,7-9,年夜飯
年终,nián zhōng,end of the year,22,7-9,年終
黏,nián,"sticky, glutinous, to adhere, to stick",93,7-9,黏
念念不忘,niàn niàn bù wàng,to keep in mind constantly (idiom),59,7-9,念念不忘
念书,niànshū,"read, study",105,7-9,念書
念头,niàntóu,"thing, purport, spirit, intention, idea, vision, notion, thought, train, intent",366,7-9,念頭
娘,niáng,"mother, young lady, (coll.) effeminate, variant of 娘[niang2]",1874,7-9,孃
酿造,niàng zào,"to brew, to make (wine, vinegar, soybean paste etc) by fermentation",23,7-9,釀造
鸟巢,niǎo cháo,"bird's nest, nickname for Beijing 2008 Olympic stadium",25,7-9,鳥巢
尿,"niào, suī","to urinate, urine, CL:泡[pao1], see 尿[niao4]",1788,7-9,尿
捏,niē,"to hold between the thumb and fingers, to pinch, to mold (using the fingers), to hold (lit. in one's hand and fig.), to join together, to fabricate (a story, a report, etc), variant of 捏[nie1]",337,7-9,揑
拧,"nǐng, nìng","to pinch, wring, mistake, to twist, stubborn",227,7-9,擰
凝固,níng gù,"to freeze, to solidify, to congeal, fig. with rapt attention",68,7-9,凝固
凝聚,níngjù,"condense (of vapor), coalesce, concentrate",60,7-9,凝聚
宁可,níngkě,"(would) rather, better",320,7-9,寧可
宁愿,níngyuàn,"prefer, (would) rather, better, choose",976,7-9,寧願
扭曲,niǒuqū,distort,290,7-9,扭曲
扭头,niǔ toú,"to turn one's head, to turn around",18,7-9,扭頭
扭转,niǒuzhuǎn,"turn round/back, reverse, remedy (a situation)",150,7-9,扭轉
纽带,niǔ dài,"tie, link, bond",63,7-9,紐帶
纽扣,niǔ koù,button,159,7-9,紐扣
农场,nóngchǎng,"rancher, pen, farming, wick, ranch, hacienda, grange, farm, homestead, farmstead, plantation, steading, land",986,7-9,農場
农历,nónglì,"farmer's_calendar, lunar calendar, lunar_calendar",2,7-9,農曆
农民工,nóng mín gōng,migrant workers,1,7-9,農民工
农作物,nóng zuò wù,(farm) crops,39,7-9,農作物
浓厚,nónghòu,"thick, strong, dense, rich, pronounced",19,7-9,濃厚
浓缩,nóng suō,"to concentrate (a liquid), concentration, espresso coffee, abbr. for 意式濃縮咖啡|意式浓缩咖啡",83,7-9,濃縮
浓郁,nóng yù,"rich, strong, heavy (fragrance), dense, full-bodied, intense",13,7-9,濃郁
浓重,nóng zhòng,"dense, thick, strong, rich (colors), heavy (aroma), deep (friendship), profound (effect)",8,7-9,濃重
弄虚作假,nòng xū zuò jiǎ,"to practice fraud (idiom), by trickery",7,7-9,弄虛作假
奴隶,nú lì,slave,692,7-9,奴隸
女婿,nǚ xu,"daughter's husband, son-in-law",106,7-9,女婿
暖烘烘,nuǎn hōng hōng,"nice and warm, cosy, heartwarming",2,7-9,暖烘烘
虐待,nüè dài,"to mistreat, to maltreat, to abuse, mistreatment, maltreatment",669,7-9,虐待
挪,nuó,"to shift, to move",369,7-9,挪
诺言,nuò yán,promise,340,7-9,諾言
哦,ó,particle: used when informing sb. of st. (to draw people's attention); indicating mild imperative/suggestion/exclamation/guess/etc.,69380,7-9,哦
殴打,ōudǎ,"beat up, come to blows",236,7-9,毆打
呕吐,ǒutù,"heave, barf, sick, puke, gag, vomit, cat, upchuck, reject, spew, vomitive, disgorge, bring_up, be sick, regorge, heave_up, throw up",393,7-9,嘔吐
趴,pā,"to lie on one's stomach, to lean forward, resting one's upper body (on a desktop etc), (Taiwan) percent",530,7-9,趴
拍板,pāi bǎn,"clapper-board, auctioneer's hammer, to beat time with clappers",14,7-9,拍板
拍卖,pāi mài,"to auction, auction sale, to sell at a reduced price",340,7-9,拍賣
拍戏,pāi xì,to shoot a movie,42,7-9,拍戲
排斥,páichì,"repel, exclude, reject",192,7-9,排斥
排放,páifàng,"discharge, drain off (gas/etc.)",49,7-9,排放
排练,pái liàn,"to rehearse, rehearsal",654,7-9,排練
徘徊,páihuái,"perambulate, fluctuate, roll, hesitation, mosey, pace up and down, tarry, divagate, peripatetic, roam, stray, vacillate, linger, hover, rove, cast, pace back and forth, cruise, stravage, dally, maunder, wander, loiter, stroll, stooge, waver, drift, on the prowl, range, swan, hang_around, prowl, vagabond, fluctuation, ramble, hesitate, traik, skulk",159,7-9,徘徊
牌照,pái zhào,"(business) licence, vehicle licence, car registration, licence plate",164,7-9,牌照
派别,pài bié,"denomination, group, school, faction, school of thought",40,7-9,派別
派遣,pài qiǎn,"to send (on a mission), to dispatch",120,7-9,派遣
鑾,luán,Empire,0,7-9,鑾
攀升,pān shēng,"to clamber up, (of prices etc) to rise",30,7-9,攀升
盘,pán,m.[event],1163,7-9,盤
盘算,pán suàn,"to plot, to scheme, to calculate",60,7-9,盤算
判处,pàn chǔ,"to sentence, to condemn",88,7-9,判處
判定,pàn dìng,"to judge, to decide, judgment, determination",94,7-9,判定
判决,pànjué,adjudge,600,7-9,判決
盼,pàn,"hope/long for, expect",218,7-9,盼
叛逆,pàn nì,"to rebel, to revolt, a rebel",138,7-9,叛逆
庞大,pángdà,"huge, immense",160,7-9,龐大
旁观,páng guān,"spectator, non-participant",78,7-9,旁觀
抛,pāo,"to throw, to toss, to fling, to cast, to abandon",853,7-9,拋
抛开,pāo kāi,"to throw out, to get rid of",188,7-9,拋開
抛弃,pāoqì,"dispose, cast aside, toss away, toss, lurch, throw out, put away, reject, abandonment, chuck, ditch, jettison, slough, renounce, flee, throw away, give up, desert, cast out, desolate, doff, chuck_out, fling, jilt, forgo, chuck out, discard, abandon, toss out, cast away, forsake",1215,7-9,拋棄
刨,"páo, bào","variant of 刨[bao4], to dig, to excavate, (coll.) to exclude, not to count, to deduct, to subtract",44,7-9,鑤
跑车,pǎo chē,"racing bicycle, sporting bicycle, sports car, logging truck, on the job (of a train conductor)",157,7-9,跑車
跑道,pǎodào,"track, lane, starting-rail, runway, course, chicane, tract, racetrack, racecourse, raceway",169,7-9,跑道
跑龙套,pǎo lóng tào,to play a small role,27,7-9,跑龍套
泡沫,pào mò,"foam, (soap) bubble, (economic) bubble",158,7-9,泡沫
胚胎,pēi tāi,embryo,56,7-9,胚胎
陪伴,péi bàn,to accompany,295,7-9,陪伴
陪葬,péi zàng,"to be buried with or next to dead person (of deceased's partner, or of funerary objects)",50,7-9,陪葬
